alteracoes,com_problema
viatura retirada da oficina autobus onde se encontrava para lavagem geral e revisao eletrica da tomada do engate,
sensor de re nao funcionando,1
vidro traseiro do lado do motorista nem sobe nem desce,
bateria trocada,
viatura de treinamento com riscos e arranhados diversos por toda a extensao das laterais provenientes de choques com cones ocasionados pelo treinamento placa dianteira amassada,
ar condicionado nao funciona levada para oficina vbrondani em palotina para manutencao,1
luz alta com defeito apagadas,
suporte do giroflex mal afixado parabrisa danificado,
amassado na caixa de rodas da frente da lateral esquerda,
parabrisa trincado capa protetora do retrovisor quebrada,
vidro dianteiro direito com problema para funcionar e preciso bater na porta para voltar a funcionar,
precisa de alinhamento e balanceamento pneu dianteiro direito esvaziando,
vtr alertando troca de oleo urgente rodados mais de 19 mil km da ultima troca,1
moto nao esta segurando carga retarda da oficina haus,1
lampada sinalizadora de direcao quebrada encaminhado para oficina haus,
deslocamento ate a oficina prodoeste m benz para pequenos reparos em areas afetadas na colisao na area do uop conforme bat e relatorios distintos em 10 03 2021 por servidor desta del 10 mg,
sem alte3racoes,
modulo da sirene substituido,
luz do salao nao funciona,1
durante os deslocamentos houve a necessidade de exceder a velocidade permitida para a via em razao de acompanhamento de veiculos suspeitos infratores ressalto que em todos dos deslocamentos o sistema de iluminacao intermitente e a sirene estiveram ligados conforme previsto no artigo 29 do ctb destaque para deslocamentos emergenciais na manha e na tarde para abordagem e notificacao de veiculos de carga suspeitos qtc,
diferenca de 6 kms no marcador ou seja a viatura fora deixada na oficina com 104557 kms e retirada com a quilometragem de 104563,
luz da injecao eletronica acesa vidro eletrico traseiro esquerdo com defeito,
pneu dianteiro do lado esquerdo furou ao passar por um buraco foi colocado o pneu estepe,
sem alteracoes aparentes vtr permaneceu na uop durante este plantao,
freios apresentando barulho com roquidao aparentando ser algo ou no disco de freio ou no acionamento do freio,
sem alteracao material da 12 1 trena 3 metros 3m 10ft,
trinco no parabrisa dianteiro lado esquerdo,
lampada direita dianteira queimada,
paralama traseiro danificado capa maritima danificada defeito no sistema de iluminacao estrobo com defeito riscos e amassados por toda a lataria lanterna traseira direita quebrada,
nenhuma alteracoes alem das ja lancadas,
roda dianteira amassada painel e portas arranhados,
vidro da tampa da mala quebrado ja comunicado ao gestor de frota,
farol de longo alcance lado esquerdo quebrado,
parachoque dianteiro amassado no lado direito,
ok vtr nao utilizada no plantao do dia 12 03 2021,
realizar revisao farol fase baixo lado esquerdo esta inoperante vtr utilizada por equipe ifr,
riscos e arranhoes pequenos danos na lataria pintura desgastada,
freio de estacionamento inoperante,
deslocamento a dourados manutencao preventiva vtr permaneceu para manutencao,
limpadores de para brisas ineficientes,1
risco na lateral direita altura do meio da porta viatura deixada na del para revisao e troca de oleo,
radio e sistema de iluminacao de emergencia apresentando comportamento estranho radio por vezes para de operar a tela do display fica azul e o parelho nao responde a comandos nao desligando completamente mesmo quando se mantem o botao de liga desliga precisando por 5 segundos sistema de iluminacao de emergencia e sirenes tambem por vezes nao opera normalmente deixando de funcionar subitamente,
viatura com dificuldade para ligar lataria do lado esquerdo traseiro amassado no limite com o para choque para choque traseiro com uma pequena trinca capo amassado na extremidade dianteira luzes do painel acessas indicando problemas no sistema de controle de estabilidade e de freios abs motor nao mantem as rotacoes vidro da porta dianteira esquerda motorista nao responde ao comando do botao de abrir fechar,
nao constatadas alteracoes,
alerta de perda de potencia no painel,1
chave reseeva deixada na uop serra aos cuidados do chefe de delegacia,
normal viatura lavada no dia 12 03 2021,
prf amancio assumiu plantao e seguiu com essa viatura para barbacena as 08 00 do dia 13 03 21,
trocado o vidro da tampa traseira da capota,
oleo vencido e pastilha de freio baixa,1
luz alta com defeito apagadas luz traseira esquerda apagada,
luz de freio traseira queimada,
vtr reserva escolta de vacinas covid 19,
ar condicionado sem funcionar de forma eficiente,
1 equipe,
usada para apoio a 1 equipe,
verifiquei no dia de ontem ao pegar o veiculo para o deslocamento que existe um arranhao no lado do passageiro na parte traseira no para choque,
sem alteracao entre 16h50 e 19h00 a viatura foi utilizada pelos prfs catarucci e max cabral,
viatura apresentou problema no radio e no painel de acionamento do dispositivo luminoso e sirene por volta de 14h15 a viatura foi removida da garagem da uop prf f 6 9 1 embarcada para a oficina mecanica responsavel prf h simoes matricula nr 1970829 dilog,
sem alteracao a partir das 20h00 a viatura passou a ser utilizada pela equipe jb2 prfs restanho gustavo pereira e russeff  operacao tamoio marco zero pd propria,
barulho estranho ao estacionar e frear de re ar condicionando oscilando funcionamento,
oficina viatura levada para revisao em garantia de 10 mil km,
tampa da cacamba amassada palhetas do limpador de para brisas ressecadas luzes de placa apagadas perfil plastico inferior a frente do banco do passageiro faltando,1
vtr nao pegou problema de bateria,
arranhao no para choque traseiro lado direito e morsa para choque dianteiro lado esquerdo e direito,
01 liquido de arrefecimento do motor ok 02 fluido de freios ok 03 fluido da direcao hidraulica ok 04 nivel do oleo ok 05 liquido do lavador ok 06 vazamentos inexistentes 07 cartao de abastecimento ok 08 borracha da porta traseira direita solta 09 para choque dianteiro avariado no lado esquerdo no farol de neblina 10 estribo lado direito amassado conferida por t santos,1
01 liquido de arrefecimento do motor ok 02 fluido de freios ok 03 fluido da direcao hidraulica ok 04 nivel do oleo ok 05 liquido do lavador ok 06 vazamentos ok 07 cartao de abastecimento ok conferida por t santos,1
vtr continua apresentando problemas na luz esquerda de posicao traseira e luz de freio sistema de iluminacao regularizado pelo servidor edsonei durante o plantao  os pneus dianteiros apresentam desgaste que compromete a seguranca principalmente em pista molhada apesar de nao ter atingido o twi ainda,
verificado que a vtr nao possui o pino que trava a roda sobressalente,
agendada revisao da caixa de cambio na concessionaria gm sponchiado para o dia 16 03 21 as 10h30 esta dando tranco ao engatar a re e nas trocas para frente sutis,1
luz posicao lado esquerdo queimada,
viatura encaminhada para oficina de planaltina para manutencao,
luzes do giroflex nao funcionam,1
sem o farol de milha esquerdo,
pintura riscada fato ja comunicado ao gestor da frota,
falta moldura do farol de neblina lado direito iluminacao da placa traseira lado direito nao funciona e esta se soltando com risco de cair numa trepidacao riscos no para choque traseiro lado direito tarjeta da placa traseira quebrada e ultimo algarismo parcialmente apagado luz indicadora de direcao do retrovisor esquerdo sem funcionar,1
problema dificuldade na aceleracao do veiculo,
vtr com luz do painel indicando necessidade de calibracao dos pneus permanecendo acesa mesmo depois de efetuada a calibracao devida direcao puxando para a esquerda,
sem alteracoes pneus calibrados em 12 03 2021,
banda de rodagem lisa em ambos os pneumaticos dianteiro direito e traseiro direito,
para brisa trincado alguns arranhoes barulho na roda traseira direita,
vtr nao utilizada 12 03 2021  radio com recepcao ruim,
com ondulacao ovo no pneu dianteiro esquerdo,
viatura utilizada para deslocamento da equipe a uop 03 para compor a c 10 01 41,
sistema de iluminacao de urgencia e emergencia funcionando de forma precaria,
tapete traseiro danificado forro bancos rasgando amassado porta traseira direita na parte central luz lateral esquerda com leds intermitentes arranhoes de uso internos e externos,
vidro da luz de posicao traseira esquerda quebrada liquido de arrefecimento pouco acima do minimo luz da injecao eletronica acesa no painel de instrumentos,
odometro errado constava na pdi anterior 179835 porem o correto e 179850,
* macaneta do compartimento de carga lateral direito ausente * arranhao profundo na porta traseira esquerda * arranhao morsa na lateral direita da parte de tras * luz de injecao eletronica acesa * guarnicao da porta esquerda traseira soltando * mau contato lanterna traseira direita acende quando quer * suporte do intermitente folgado * parabrisa trincado em dois lugares * limpador de para brisa ineficiente,1
sem giroflex,
mesmas relatadas em pdi s anteriores foi efetuado a troca de pastilhas de freio traseiro,
para choque dianteiro deslocado do lado esquerdo encaixe do cinto de seguranca do banco junto a porta traseira esquerda esta quebrado,
amassado proximo ao teto sobre a porta direta traseira arranhao amassado no porta malas do lado direto suporte plastico interno traseiro do lado esquerdo solto encontra se no porta malas verificacoes do dia 10 03 21,
pequenos amassados na parte traseira das laterais esquerda e direita luz da injecao eletronica acesa no painel,
pneu dianteiro direito com desgaste na banda externa,
pneu traseiro direito ficou na oficina saj auto center para ser consertado,
parabrisa com diversas trincas a borracha de vedacao da porta traseira esquerda esta solta pela pdi a vtr marca necessidade de troca de oleo com 152 910 km em contato com o inspetor jackson frota fomos informados que a troca ja foi feita no tempo certo mas ainda nao lancada na pdi abastecimentos pendentes de pagamento,
ar condicionado fazendo barulho viatura fazendo barulho ao desenvolver as primeiras marchas viatura foi levada desta uop para manutencao pelo guincho de placa apl 4999 conduzido por geraldo cruz do amaral junior cpf 275 791 178 35,1
lanterna de ronda lado esquerdo queimada ou com defeito no visor do painel de bordo simbologia motor permanece acesa provavel pedido de manutencao,
problemas eletricos nas travas e vidros eletricos luz de injacao acessa,
luz led lateral direita inoperante vidro traseiro quebrado arranhoes e batida na traseira lanterna de re quebrada lado direito,
porta traseira esquerda nao fecha direito,
pneu dianteiro esquerdo perdendo pressao durante a noite,
painel,
farol desregulado necessitando troca de oleo,
amassados e arranhoes viatura fica apitando problema no fluido de freio entretanto inspecao visual nao acusa falta do fluido,
luz led lateral direita inoperante vidro traseiro quebrado arranhoes e batida na traseira lanterna de re quebrada lado direito pneu traseiro esquerdo desgastado,
farol baixo lado direito lanterna traseira esquerda luz indicadora de direcao traseira direita,
verificar suspensaao,
odometro real do abastecimento 24493 devido a abastecimento anterior nao pago foi registrado no abastecimento o odometro do abastecimento anterior 24031 dano superficial na porcao direita do para choque traseiro,
indicacao de falha no airbag mensagem de pilha do cartao fraca,1
farol esquerdo com infiltracao de agua arranhoes ao longo da lataria,
a quilometragem constatada estava diferente da que constava na pdi 70005 km sem cartao de abastecimento,
arranhoes e amassados de uso km divergente lancado km real 74909,
sem alteracao pela pdi oleo do motor consta como vencido viatura nao utilizada durante o plantao ligada,1
gerador inicial 2423 2 gerador final 2433 2,
realizada substituicao dos pneus dianteiros,
viatura efetuou deslocamentos durante o iii eosint tambem foi autorizada pela chefia a utilizacao do viatura na data de 09 03 2021 hodometro no momento da entrega km 14803 pela equipe do nuint03 de caceres mt que estiveram em operacao de combate ao narcotrafico no dia 11 03 2021 foi abastecida,
vibracao nas rodas dianteiras ao acionar os freios,
luz alerta de freios vermelha acendendo no painel lanterna traseira direita com agua e com descascado na pintura em torno dela plastico de cima do para choque lado direito faltando barra inferior transversal do para choques auxiliar dianteiro se soltou quebrando na solda em ambos lados foram realizados nesta data a troca dos seguintes itens nesta vtr 01 filtro de ar condicionado 01 filtro de ar do motor 01 filtro de combustivel 01 filtro de lubrificante 08 litros de lubrificante de motor castrol 10w40 magnatec 01 jg de pastilhas freio dianteira 02 discos de freio 01 jg sapata de freios traseiro 01 bieleta dianteira lado direito servico realizado na oficina tecnocar em epitaciolandia ac,1
vtr conferida pelo prf marcos duarte viatura apresentando barulho de correia e dificuldade para ligar encontra se na mecanica copini pneu dianteiro direito com desgaste na parte externa proxima troca de oleo com 157 643 km pequena trinca na parte inferior central do para brisa pequena trinca na parte central esquerda do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,
vtr conferida pelo prf marcos duarte  desgastes pelo uso sem alteracoes relevantes,
vtr conferida pelo prf marcos duarte  pneus dianteiros proximos de atingir a marca twi vtr apenas com chave reserva pequenos riscos e avarias decorrentes do uso normal grade inferior do para choque quebrada  para choque deslocado para frente lado direito vtr as vezes acende a luz da injecao barulho na porta dianteira esquerda temporizador do limpador de para brisas nao esta funcionando pequena trinca no para brisa,1
arranhoes e pequenos amassados pela lataria,
arranhoes pela carroceria porta dianteira direita com um amassado sensor de re inoperante,
luz laranja da injecao acesa,
vtr com marcas de tinta branca nas laterais e dentro dos paralamas,
viatura buscada da oficina fort car apos lavagem,
encaminhamento de mobiliario inutilizado para baixa do setor de patrimonio,
barulho escapamento solto caixa de ar lado direito amassada para choque dianteiro danificado suspensao danificada sinais sonoros e luminosos nao funcionam,1
o sr carvalho do setic trabalhou no problema 11 03 2021 de recepcao do radio da vtr bateria arriada novamente,
radio de comunicacao inoperante nao liga sirene com defeito por vezes nao aciona o som suspensao dianteira estalando forte tanto na curva como na frenagem,
barulho na roda dianteira esquerda,
ar condicionado nao funciona pneus dianteiros com desgaste irregular luz espia injecao eletronica acesa sem giroflex,1
abastecimento pendente no posto da gruta por erro no cartao valor 117 30 19 88l km 168925,
vazamento de agua no teto regiao central,1
vtr sem a capota maritima e com barulho na roda dianteira direita,
luz de injecao eletronica acessa para choque dianteiro direito amassado,
veiculo retirado da concessionaria apos termino de manutencao na suspensao,
radio digital inoperante luz abs acesa,
realizado troca de oleo proxima troca com 40 000km conforme orientacao do prf guilhespi,
1 capota maritima danificada,
amassado no para choque traseiro lado direito e na tampa do partamalas,
duas fraturas no para brisa dianteiro radio com defeito,
o farol do lado direito de quem olha o veiculo de frente esta com a lampada queimada,
vtr na garagem trazido da revisao pelo gestor de frotas edson,
abertura e travamento pelos botoes da chave nao esta funcionando necessario destrancar inserindo a chave na macaneta,
pastilha de freio desgastada,
correia fazendo barulho patinando direcao hidraulica fica inoperante ao se manobrar em baixa velocidade parado,
apos abastecimento e pagamento no posto de combustivel dipol da viatura toyota corolla foi constatado que o atendente cadastrou o km errado da viatura foi cadastrado 144780 enquanto o correto seria 144708,
trinca circular do lado esquerdo no para brisas dianteiro luz indicadora de falta de abastecimento acionada,
borracha do para brisa solta,
vtr utilizada para rendicao,
devido a necessidade de acompanhamento tatico e abordagem e intervencoes policiais a vtr pode ter excedido a velocidade maxima definida para a via bem como avancado semaforos vermelhos,
giroflex ineficiente,
bateria off,
trincado no parabrisa necessita balanceamento freio com barulho ao ser acionado,
vidro traseiro estilhacado,
sem sistema de sirene e luzes de emergencia com funcionamento parcial,
botao do controle de luzes e sirenes horn buzina arrancado,
viatura com alta quilometragem banco esquerdo com problemas de fixacao,
veiculo na oficina m silva,
ar condicionado inoperante no compartimento de caes,
com pequeno arranhao do lado da porta do motorista e sem o farol de milha dianteiro do lado esquerdo,
alem das alteracoes ja lancadas nas pd s anteriores observou se 1 luz de placa desencaixada 2 luz de advertencia no painel de instrumentos injecao eletronica acesa de forma permanente e intermitente quando em alta rotacao do motor 3 delayed em retomadas de aceleracao 4 arranhoes e marcas de impacto em varios pontos do veiculo e 5 amassado na parte lateral dianteira direita paralamas,
alem das alteracoes lancadas nas pd s anteriores observou se 1 defeito na abertura da tampa bagageiro,
realizado balanceamento da roda dianteira direita,
sem a carenagem do farol de neblina direito pequenos amassados na parte superior da porta da carroceria radio de comunicacao tem alcance de apenas 4 km obs vtr foi higienizada por dentro e for fora do dia 12 02,
mensagem de trocar oleo em breve,
rodoar do lado esquerdo quebrado,
viatura com farois com fachos de luz desregulados tanto a alta como a baixa parabrisa com trincadura extensa em sua parte do lado direito apresentando dificuldade de acionamento do vidro eletrico da porta do motorista apresentando ainda alguns arranhoes e pequenas mossas na lataria pintura,
vtr chegada na uop01 as 11h00,
danos conforme bat 21012519b01,
barulho na suspensao e borracha do limpador de para brisa desgastada,1
revisao grande minas,
gv pneus,
as mesmas alteracoes registradas em pdis anteriores,
sem alteracoes aparentes vtr assumida no km 213 local de acidente e conduzida ate a uop caninde,1
sem alteracoes relevantes luz de manutencao preventiva acesa,
capo dianteiro amassado,
o registro do km inicial sempre errado e tem se repetido 284 mil km e mais alguma coisa,
sem alteracao neste deslocamento,
sem tampa de combustivel borracha vedacao porta motorista descolando diversos pequenos arranhoes na pintura arranhoes grandes no porta malas luz de air bag acesa luz de manutencao acesa,
danos na frente ja relatados em partes diarias anteriores lampada de iluminacao da placa traseira nao acendem,
sem alteracoes chave entregue ao inspetor alexandre freitas,
ja informada,
viatura estava na pneulandia sia para servico de troca dos pneus dianteiros desempeno de uma das rodas alinhamento e balanceamento conforme ordem de servico n 8769409 ticket log,
avaliandl,
cheiro de queimado aparentemente problema na embreagem,
vtr encaminhada para oficina relampago para revisao 40 000 km,
vtr encaminhada para oficina centrocar para revisao de 90 000 km,
necessidade de troca das pastilhas de freio e disco,
viatura devolvida pelo prf hernani apos manutencao liquido de arrefecimento as 10h de hoje com 19873 km rodados,
trocados as pastilhas de freio traseiras,
retrovisor interno colocado no lugar uop caicara,
para o funcionamento do giroflex e preciso abrir a mala e acionar um disjuntor que esta localizado na parte interna da mala,
sinal luminoso indicador de defeito no sistema de estabilidade do veiculo acionado de forma constante,
giroflex nao esta muito bem fixo no teto o que provoca barulhos conforme a velocidade de deslocamento da viatura,
para choque dianteiro com amalgamento na parte esquerda risco no para choque traseiro lado direiro,
conforme relatado pelo acautelador pneu traseiro murchando provavelmente furado,
a vtr apresentou incendio no modulo do giroflex localizado no porta malas de imediato os prfs contiveram o evento desconectando o cabo de energia,
vtr encaminhada para autocar para revisao de 210 000 km,
deslocamnto sem lancamentos km inicial 64986 km,
freio trepidando,
sem alteracoes relevantes limpador parabrisa ruim sem agua no reservatorio,1
revisada 50k encaminhar para alinhamento e balanceamento na aquarius auto center,
viatura apresentou um barulho estranho no quadrante esquerdo roda dianreira esquerda,
viatura com limite para revisao ate 20 000km com possibilidade de tolerancia ate 21000km,
alavanca de regulagem banco motorista inoperante,
viatura trepidando em velocidade superior a 120 km h,
viatura baixada,
giroflex nao esta funcionando viatura foi verificada por um tecnico que informou que ha necessidade de substituicao da placa de oscilacao registramos que durante alguns dos deslocamentos neste turno de servico utilizando a viatura caracterizada prf foi necessario que a equipe utilizasse as prerrogativas inerentes a veiculos de policia em servico de urgencia e ou emergencia sempre fazendo uso de dispositivos regulamentares de sinalizacao visual iluminacao vermelha intermitente e sonora sirenes conforme preconiza o inciso vii do art 29 da lei no 9 503 97 o codigo de transito brasileiro ctb os veiculos de policia gozam de livre circulacao estacionamento e parada quando em servico de urgencia e devidamente identificados por dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via ou realizar outras possiveis infracoes de transito estritamente necessarias para cada caso concreto a fim de cumprir suas atribuicoes institucionais tais como abordagens a veiculos suspeitos acompanhamentos taticos policiais a veiculos em evasao atendimento de ocorrencias de transito ou criminais realizacao de treinamento de escolta batedor sempre priorizando a seguranca viaria no trecho e resguardando o interesse publico maior na acao da policia rodoviaria federal,
sem alteracoes relevantes desgastes natural pelo uso conferida pelo prf quevedo i,
borrachas das portas soltas barulho na roda dianteira direita presilha do freio barulho na suspensao dianteira esquerda,
vidros traseiros nao abrem,
lanterna quebrada,
rachadura no parabrisa do lado do caruna,
vazamento no cilindro central da prancha e nas bases,1
parachoque dianteiro riscado,
danos superficiais no para choque dianteiro danos no para barro barro dianteiro e chicote devido treinamento cap cvp,
lanterna traseira esquerda com a placa queimada luz no painel referente a gasolina com mau funcionamento,
constantes nas observacoes,
conferir a troca de oleo,
nao ha acionamento do farol alto,
deixada na oficina para realizar troca de oleo,
recebida na oficina autobus servico executado foi manutencao no ar condicionado estava operante durante o deslocamento,
freio de mao ineficiente luz da injecao eletronica ligada no painel,
para brisas trincado lado esquedo a meia altura,
toda a pintura da viatura encontra se queimada desgastada e com diversos arranhoes as luzes da bateria e do combustivel acenderam por diversas vezes no painel durante o plantao,
por volta de 15h40 a viatura foi deixada na uop prf f 6 9 1 a disposicao das equipes responsavel prf h simoes matricula nr 1970829 dilog,
s a borracha da porta esquerda dianteira saindo retrovisor eletrico direito com defeito,
efetuado troca de oleo e filtros do motor fluido do freio e da embreagem fox pneus,
radio multimidia nao funciona esguichador de agua do parabrisa nao funciona,1
barulho no coletor do escapamento,
sem alteracoes novas conduzida pelo servidor daniel carvalhedo,
arranhoes e pequenos amassados por toda lataria,
aranhoes e pequenos amassados por toda lataria,
pequenos arranhoes e amassados por toda lataria,
nao aparente,
borracha de vedacao da porta do motorista danificada permitindo entrada de ar e gerando forte ruido quando em deslocamento,
intermitente e sons nao funcionam,1
nada digno de registro,
nao funciona o arcondicionado viatura lavada para ser devolvida a superintendencia de sp,1
viatura com farol esquerdo com lampada de luz baixa queimada,
luz da injecao acesa precisa alinhar e balancear direcao trepidando radio digital nao liga,
lona da carroceria rasgada,
sem alteracoes vtr deixada na cvc para revisao dos 50 000 km,
viatura precisando fazer geometria direcao tremendo,
avarias diversas na lataria farol direito luz alta queimado vidro esquerdo traseiro nao abre,
amassado na parte traseira do lado do passageiro,
viatura c problemas na bateria,
vidro traseiro doreito com refeito,
problema na celebracao,
o manual da viatura bem como o crlv nao se encontram no interior da mesma,
nao utilizada no plantao ligada,
sem calota traseira esquerda,
sistema antitravamento dos freios abs desligado estava na oficina drive car para orcamento,
para lama dianteiro esquerdo amassado retrovisor interno descolado pendurado,
arranhoes pela carroceria barulhos vindo das rodas aparentemente dos freios,
portas nao estao fechando com controle barulho suspensao traseira espelho do retrovisor direito quebrado,
aparentes nao ha,
viatura retirada da upa de aparecida as 2 30 h,
viatura apresentava nivel de oleo baixo tendo sido colocado 1 litro na andarai pneus lampada da lanterna dianteira esquerda nao funcionava mas foi verificado que a mesma estava folgada viatura apresentava barulho ao frear sendo constatado que o problema eram as pastilhas e os discos de freio que estavam desgastados foi realizada a substituicao das pastilhas e discos de freio das rodas dianteiras na hc pneus e o mecanico informou da necessidade de possivel substituicao dos tambores de freio das rodas traseiras com mais 10 000 15 000 quilometros rodados,1
houve deslocamento anterior e posterior aos registros de entrada e saida sem contagem de horas trabalhadas por exigencia da coordenacao hospedagem br 116 hospedagem,
troca da borracha da porta lado esquerdo motorista e troca dos limpadores do para brisas,1
sem alteracoes cartao de abastecimento ficou na uop irati por engano,
pastilha de freio desgastada ocasionando ruido no disco,
revisao concord veiculos,
lanterna traseira esquerda com 0laca queimada luz no painel referente a gasolina com mau funcionamento,
manete ld direita quebrada,
lente do farol esquerdo quebrada pequenas mossas na pintura do parachoque traseiro,
a vtr durante o turno de servico passou a apresentar falhamento,
a quilometragem inicial verificada no hodometro nao confere com a registrada no sistema pdi,
recebida com o para brisa trincado limpador de parabrisa ineficiente,1
problemas no comando do giroflex intermitentes e sirenes nenhum dos comandos funciona porta dianteira direita amassada,
estrobo dianteiro esquerdo inoperante pneu furado vtr e twi em posicionamento da vtr ovt 0329 para inicio do comando de radar no km 63 7 o pneu dianteiro direito da vtr furou a equipe imediatamente se deslocou lentamente ate a uorq para efetuar em seguida a troca para o pneu estepe na rendicao desta equipe esta vtr retornara a 1 del para a reposicao do pneu furado informamos que o pneu furado encontrava se no twi portanto com sua vida util ja finalizada importante salientar que nao apenas o pneu dianteiro direito ja encontrava se no twi mas tambem o pneu traseiro esquerdo encontra se muito proximo do twi esta equipe entende que considerando o uso policial e as constante chuvas no trecho o pneu traseiro esquerdo deve ser trocado imediatamente ja que encontra se a menos de 1mm do twi e o minimo seguro para essas condicoes seriam 3mm do twi,1
botao numero 1 do painel do intermitente esta emperrado,
visor do som trincado led branco acoplado ao giroflex inoperante botao do farol de neblina quebrado adesivos da lateral e capo quase apagados pequeno furo de marca de pedra na parte inferior central do parabrisa sensor de re sem funcionar corretamente pneus traseiros quase com twi atingido giroflex com mau contato nao acende,
viatura esta sem a antena e portanto com radio inoperante,
falta realizar balanceamento de rodas vibrando bastante,
o quebra mato esta encostando no para choque danos no capo e para choque dianteiro ocorrencia do dia 13 03 21 aviso sonoro e de texo com alerta de revisao proximo,1
vtr em pane eletrica,1
a luz da injecao eletronica esta acesa,
nao relatada,
viatura com luz ambar no painel indicadora de problemas na injecao eletronica acesa perda de forca motor,
relatos em pdi do dia anterior,
viatura limpa e com 1 2 tanque de abastecimento,
conf pdi anterior,
capo amassado borracha externa do parabrisa soltando na parte superior efetuado o conserto do pneu dianteiro esquerdo que estava furado notado desgaste da parte interna dos pneus dianteiros acionamento dos vidros falhando em momentos diversos,
radio transceptor nao liga luzes intermitentes giroflex desliga se sozinho apagando as luzes frontais depois de u pouco tempo ligado,
banco do motorista rasgado,
equipe delta informou que a avaria verificada na lateral da vtr foi ocasionada por um particular que estava sendo atendido na delegacia da policia civil na passagem de servico a equipe delta informou ainda que a pessoa foi devidamente identificada tendo esta se comprometido a reparar o dano,
para brisa dianteiro trincado lado esquerdo em torno de 40 cm,
km troca de oleo nao definida no sistema,
vtr continua apresentando problemas na luz esquerda de posicao traseira e luz de freio sistema de iluminacao regularizado pelo servidor edsonei durante o plantao  os pneus dianteiros apresentam desgaste que compromete a seguranca principalmente em pista molhada tendo o pneu dianteiro esquerdo alcancado a marcacao twi,
viatura com o oleo lubrificante vencido foi utilizada por estar com o hodometro dentro da tolerancia de 1000 km,1
problema no sistema de arrefecimento levando a pequenas elevacoes de temperatura anormais sempre deve ser verificada a agua do radiador antes do primeiro deslocamento e ao decorrer do dia ficar de olho no marcador de temperatura,
vtr em pane,1
rangido estridente na porta dianteira esquerda por se tratar de trecho com fluxo decorrente da regiao de fronteira com rotineira e intensa atividade criminosa por vezes se faz necessario utilizar as prerrogativas inerentes a veiculos de policia em deslocamentos de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo brasileiro de transito com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via para realizar abordagens a veiculos suspeitos e acompanhamento tatico  giro flesh desliga durante a ronda sendo que fica alguns minutos acionado depois desliga sozinho nao funcionando,1
viatura com o cabo de bateria frouxo sem condicoes de aperto ja ha uma gambiarra com um parafuso soberbo tentando dar aperto falhas na energia acabou por queimar lampada do farol baixo,
sinal no painel de injecao eletronica ligado,
luz do farol baixo queimada,
farol de luz baixa dianteiro direito inoperante iluminacao de emergencia inoperante observar a calibragem do pneu traseiro direito dia 20 02 2021 continham apenas 16 libras,
sem novas alteracoes viatura nao utilizada por esta equipe,
viatura com a bateria descarregando antes do inicio do servico ela nao ligou,
espelho retrovisor esquerdo com dobradica entre carenagem e estrutura do veiculo frouxa seta dianteira esquerda inoperante,
parabrisa com diversas trincas a borracha de vedacao da porta traseira esquerda esta solta pela pdi a vtr marca necessidade de troca de oleo com 152 910 km em contato com o inspetor jackson frota fomos informados que a troca ja foi feita no tempo certo mas ainda nao lancada na pdi informacao no painel digital verifique a lampada da placa de licenca,
pequenos danos na lataria porta direita para choque dianteiro barulho nao identificado no motor luzes do guarda mato queimadas,
na data 06 03 2021 giroflex passou a apresentar problemas lado direito inoperante e o lado esquerdo ficando ligado mesmo com o dispositivo desligado no painel painel de instrumentos iluminacao e sinais sonoros em pane na data de 13 03 foi preciso fazer transferencia de energia para que a viatura pudesse ser ligada luz de injecao acessa sensor de re desregulado alem das demais alteracoes ja registradas em pdi anteriores,1
sem mais alteracoes alem das demais ja registradas em pdi anteriores,
viatura utilizada devido c6917 da equipe delta estar utilizando viatura prevista no cartao em atendimento de bat,
abastecimentos pendente no posto luanda mais antigo e no posto dos motoristas recente de acordo das informacoes passadas pelo chefe soares bateria descarregada foi necessario usar o auxiliador de partida oleo vencido,1
apresentando no painel informacao fazer revisao,
avaria parachoque traseiro lado direito pequenas avarias pelo veiculo,
luz de posicao traseira direita e dianteira esquerda e direita estao queimadas,
arranhoes no lado do motorista e para choque lado motorista,
painel apresentando mensagem de fazer revisao,
pneu traseiro direito esvaziando,
viatura foi posta em funcionamento no inicio do plantao em 13 03 2021 e nao apresentava alteracoes,
parachoque do dianteiro direito solto farol de milha do lado direito,
cabo da embreagem esta apresentando desgaste,
barulho na roda dianteira direita acabamento da soleira da porta dianteira direita solto trocar pilha da chave lampada de posicao traseira esquerda queimada providenciar troca das palhetas do limpador de para brisa,1
tampa da mala traseira amassada santo antonio com defeito aparelho de som danificado,
fissura na partecentral do parabrisa,
mensagem de bateria fraca da chave,1
amassados e riscos em geral,
luz indicadora de farol nao acende no painel farol de neblina esquerdo ausente,
sistema de radio inoperante arranhoes em lataria luz de advertencia no painel possivel aumento de consumo viatura com volante descentralizado a direita com desalinhamento ao conduzir para direita,
